Unidade;Sigla;Conhecimento;Relevancia (Score);Ordem;Tipo_de_Conhecimento;Grau_Conhecimento_Instalado
Coordenação-Geral de Informação Tecnológica de Patentes;COGIT;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;18.29%;3;Apoio;1
Coordenação-Geral de Informação Tecnológica de Patentes;COGIT;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;17.79%;4;Apoio;1
Coordenação-Geral de Informação Tecnológica de Patentes;COGIT;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Crescimento de Cristais;16.79%;5;Apoio;1
Divisão de Padrões, Classificação e Informação Tecnológica de Patentes;DPCIT;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;23.00%;1;Apoio;1
Divisão de Padrões, Classificação e Informação Tecnológica de Patentes;DPCIT;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;19.97%;2;Apoio;1
Divisão de Padrões, Classificação e Informação Tecnológica de Patentes;DPCIT;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;19.93%;3;Apoio;1
Divisão de Padrões, Classificação e Informação Tecnológica de Patentes;DPCIT;Engenharia Mecânica > Projetos de Máquinas > Aplicação de Materiais Fluentes a Superfícies em Geral;19.69%;4;Apoio;1
Divisão de Padrões, Classificação e Informação Tecnológica de Patentes;DPCIT;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;19.18%;5;Apoio;1
Divisão de Saneamento e Organização de Pedidos de Patentes;DISAP;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;25.16%;1;Apoio;1
Divisão de Saneamento e Organização de Pedidos de Patentes;DISAP;Agronomia > Ciência do Solo > Indústrias do Petróleo, do Gás ou do Coque;19.75%;2;Apoio;1
Divisão de Saneamento e Organização de Pedidos de Patentes;DISAP;Engenharia de Produção > Engenharia do Produto > Equipamentos para Produção de Cigarros;15.38%;3;Apoio;1
Divisão de Saneamento e Organização de Pedidos de Patentes;DISAP;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Metalurgia do Ferro;14.54%;4;Apoio;1
Divisão de Saneamento e Organização de Pedidos de Patentes;DISAP;Engenharia Sanitária > Saneamento Ambiental > Desenvolvimento Ambiental;14.33%;5;Apoio;1
Divisão de Programas de Computador e Topografias de Circuitos Integrados;DIPTO;Engenharia Elétrica > Circuitos Elétricos, Magnéticos e Eletrônicos > Circuitos Eletrônicos;17.86%;1;Apoio;1
Divisão de Programas de Computador e Topografias de Circuitos Integrados;DIPTO;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;16.26%;2;Apoio;1
Divisão de Programas de Computador e Topografias de Circuitos Integrados;DIPTO;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;14.57%;3;Apoio;1
Divisão de Programas de Computador e Topografias de Circuitos Integrados;DIPTO;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Processamento de Substâncias em Estado Plástico em Geral;14.48%;4;Apoio;1
Divisão de Programas de Computador e Topografias de Circuitos Integrados;DIPTO;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;14.27%;5;Apoio;1
Coordenação Administrativa de Patentes;CADPAT;Engenharia de Transportes > Operações de Transportes > Ferramentas Manuais de Corte;19.76%;1;Apoio;1
Coordenação Administrativa de Patentes;CADPAT;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;19.02%;2;Apoio;1
Coordenação Administrativa de Patentes;CADPAT;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;17.76%;3;Apoio;1
Coordenação Administrativa de Patentes;CADPAT;Engenharia de Produção > Engenharia do Produto > Equipamentos para Produção de Cigarros;17.67%;4;Apoio;1
Coordenação Administrativa de Patentes;CADPAT;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Massas para Cozedura ao Forno;17.63%;5;Apoio;1
Serviço de Anotações de Transferência e Nomes;SANOT;Engenharia Mecânica > Projetos de Máquinas > Aparelhos ou Máquinas Centrífugas para Efetuar Processos Físicos ou Químicos;28.55%;1;Apoio;1
Serviço de Anotações de Transferência e Nomes;SANOT;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;25.96%;2;Apoio;1
Serviço de Anotações de Transferência e Nomes;SANOT;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;24.80%;3;Apoio;1
Serviço de Anotações de Transferência e Nomes;SANOT;Engenharia de Minas > Tratamento de Minérios > Guarnições de Janelas ou Portas;23.25%;4;Apoio;1
Serviço de Anotações de Transferência e Nomes;SANOT;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;23.12%;5;Apoio;1
Serviço de Exame Formal Preliminar e Publicação;SEPEN;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;27.32%;1;Apoio;1
Serviço de Exame Formal Preliminar e Publicação;SEPEN;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Processamento de Substâncias em Estado Plástico em Geral;17.33%;2;Apoio;1
Serviço de Exame Formal Preliminar e Publicação;SEPEN;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;16.92%;3;Apoio;1
Serviço de Exame Formal Preliminar e Publicação;SEPEN;Agronomia > Ciência do Solo > Indústrias do Petróleo, do Gás ou do Coque;16.79%;4;Apoio;1
Serviço de Exame Formal Preliminar e Publicação;SEPEN;Engenharia de Materiais e Metalúrgica > Materiais Não Metálicos > Revestimento por Evaporação a Vácuo, Pulverização Catódica, Implantação de Íons ou Deposição Química em Fase de Vapor;15.91%;5;Apoio;1
Serviço de Controle de Pagamentos de Anuidades;SEPAN;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;18.06%;1;Apoio;1
Serviço de Controle de Pagamentos de Anuidades;SEPAN;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Processamento de Substâncias em Estado Plástico em Geral;17.66%;2;Apoio;1
Serviço de Controle de Pagamentos de Anuidades;SEPAN;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;17.44%;3;Apoio;1
Serviço de Controle de Pagamentos de Anuidades;SEPAN;História > História das Ciências > Identificação das Necessidades e Expectativas das Partes Interessadas;16.96%;4;Apoio;1
Serviço de Controle de Pagamentos de Anuidades;SEPAN;Engenharia de Materiais e Metalúrgica > Materiais Não Metálicos > Não Tecidos;16.75%;5;Apoio;1
Serviço de Expedição de Patentes;SEEXP;Engenharia Mecânica > Projetos de Máquinas > Atuadores por Pressão de Fluidos;21.25%;1;Apoio;1
Serviço de Expedição de Patentes;SEEXP;Engenharia Mecânica > Projetos de Máquinas > Produção de Força Mecânica ou de Empuxo Propulsivo por Reação;18.51%;2;Apoio;1
Serviço de Expedição de Patentes;SEEXP;Agronomia > Ciência do Solo > Indústrias do Petróleo, do Gás ou do Coque;18.06%;3;Apoio;1
Serviço de Expedição de Patentes;SEEXP;Engenharia de Materiais e Metalúrgica > Materiais Não Metálicos > Separação por Meio de Campos Elétricos de Alta-tensão;17.76%;4;Crítico;1
Serviço de Expedição de Patentes;SEEXP;Engenharia Mecânica > Processos de Fabricação > Sua Fabricação;15.79%;5;Apoio;1
Diretoria de Marcas, Desenhos Industriais e Indicações Geográficas;DIRMA;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais de Engenharia Química;23.60%;1;Apoio;1
Diretoria de Marcas, Desenhos Industriais e Indicações Geográficas;DIRMA;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;23.29%;2;Apoio;1
Diretoria de Marcas, Desenhos Industriais e Indicações Geográficas;DIRMA;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais e Equipamentos para Engenharia Química;20.13%;3;Apoio;1
Diretoria de Marcas, Desenhos Industriais e Indicações Geográficas;DIRMA;Engenharia Química > Processos Industriais de Engenharia Química > Processos de Separação;20.10%;4;Apoio;1
Diretoria de Marcas, Desenhos Industriais e Indicações Geográficas;DIRMA;Engenharia Mecânica > Processos de Fabricação > Fabricação de Artigos de Papel, Papelão ou Material Trabalhado de Forma Análoga ao Papel;17.17%;5;Apoio;1
Coordenação-Geral de Marcas I;CGMAR-I;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais de Engenharia Química;19.07%;1;Apoio;1
Coordenação-Geral de Marcas I;CGMAR-I;Engenharia Mecânica > Projetos de Máquinas > Elementos ou Unidades de Engenharia;18.48%;2;Apoio;1
Coordenação-Geral de Marcas I;CGMAR-I;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;18.32%;3;Apoio;1
Coordenação-Geral de Marcas I;CGMAR-I;Engenharia Química > Processos Industriais de Engenharia Química > Processos de Separação;18.06%;4;Apoio;1
Coordenação-Geral de Marcas I;CGMAR-I;Engenharia Química > Processos Industriais de Engenharia Química > Eletroquímica Avançada e em Processos de Separação;16.98%;5;Apoio;1
Divisão de Exame Técnico I;DITEC-I;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;38.35%;1;Apoio;1
Divisão de Exame Técnico I;DITEC-I;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;19.21%;2;Apoio;1
Divisão de Exame Técnico I;DITEC-I;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;18.59%;3;Apoio;1
Divisão de Exame Técnico I;DITEC-I;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;18.50%;4;Apoio;1
Divisão de Exame Técnico I;DITEC-I;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;18.13%;5;Apoio;1
Divisão de Exame Técnico II;DITEC-II;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;38.35%;1;Apoio;1
Divisão de Exame Técnico II;DITEC-II;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;19.21%;2;Apoio;1
Divisão de Exame Técnico II;DITEC-II;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;18.59%;3;Apoio;1
Divisão de Exame Técnico II;DITEC-II;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;18.50%;4;Apoio;1
Divisão de Exame Técnico II;DITEC-II;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;18.13%;5;Apoio;1
Divisão de Exame Técnico III;DITEC-III;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;38.35%;1;Apoio;1
Divisão de Exame Técnico III;DITEC-III;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;19.21%;2;Apoio;1
Divisão de Exame Técnico III;DITEC-III;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;18.59%;3;Apoio;1
Divisão de Exame Técnico III;DITEC-III;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;18.50%;4;Apoio;1
Divisão de Exame Técnico III;DITEC-III;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;18.13%;5;Apoio;1
Divisão de Exame Técnico IV;DITEC-IV;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;38.35%;1;Apoio;1
Divisão de Exame Técnico IV;DITEC-IV;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;19.21%;2;Apoio;1
Divisão de Exame Técnico IV;DITEC-IV;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;18.59%;3;Apoio;1
Divisão de Exame Técnico IV;DITEC-IV;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;18.50%;4;Apoio;1
Divisão de Exame Técnico IV;DITEC-IV;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;18.13%;5;Apoio;1
Coordenação-Geral de Marcas II;CGMAR-II;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais de Engenharia Química;19.07%;1;Apoio;1
Coordenação-Geral de Marcas II;CGMAR-II;Engenharia Mecânica > Projetos de Máquinas > Elementos ou Unidades de Engenharia;18.48%;2;Apoio;1
Coordenação-Geral de Marcas II;CGMAR-II;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;18.32%;3;Apoio;1
Coordenação-Geral de Marcas II;CGMAR-II;Engenharia Química > Processos Industriais de Engenharia Química > Processos de Separação;18.06%;4;Apoio;1
Coordenação-Geral de Marcas II;CGMAR-II;Engenharia Química > Processos Industriais de Engenharia Química > Eletroquímica Avançada e em Processos de Separação;16.98%;5;Apoio;1
Divisão de Exame Técnico V;DITEC-V;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;38.35%;1;Apoio;1
Divisão de Exame Técnico V;DITEC-V;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;19.21%;2;Apoio;1
Divisão de Exame Técnico V;DITEC-V;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;18.59%;3;Apoio;1
Divisão de Exame Técnico V;DITEC-V;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;18.50%;4;Apoio;1
Divisão de Exame Técnico V;DITEC-V;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;18.13%;5;Apoio;1
Divisão de Exame Técnico VI;DITEC-VI;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;38.35%;1;Apoio;1
Divisão de Exame Técnico VI;DITEC-VI;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;19.21%;2;Apoio;1
Divisão de Exame Técnico VI;DITEC-VI;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;18.59%;3;Apoio;1
Divisão de Exame Técnico VI;DITEC-VI;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;18.50%;4;Apoio;1
Divisão de Exame Técnico VI;DITEC-VI;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;18.13%;5;Apoio;1
Divisão de Exame Técnico VII;DITEC-VII;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;38.35%;1;Apoio;1
Divisão de Exame Técnico VII;DITEC-VII;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;19.21%;2;Apoio;1
Divisão de Exame Técnico VII;DITEC-VII;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;18.59%;3;Apoio;1
Divisão de Exame Técnico VII;DITEC-VII;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;18.50%;4;Apoio;1
Divisão de Exame Técnico VII;DITEC-VII;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;18.13%;5;Apoio;1
Divisão de Exame Técnico VIII;DITEC-VIII;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;38.35%;1;Apoio;1
Divisão de Exame Técnico VIII;DITEC-VIII;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;19.21%;2;Apoio;1
Divisão de Exame Técnico VIII;DITEC-VIII;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;18.59%;3;Apoio;1
Divisão de Exame Técnico VIII;DITEC-VIII;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;18.50%;4;Apoio;1
Divisão de Exame Técnico VIII;DITEC-VIII;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;18.13%;5;Apoio;1
Coordenação-Geral de Desenhos Industriais, Indicações Geográficas e Protocolo de Madri;CGDIP;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais de Engenharia Química;19.07%;1;Apoio;1
Coordenação-Geral de Desenhos Industriais, Indicações Geográficas e Protocolo de Madri;CGDIP;Engenharia Mecânica > Projetos de Máquinas > Elementos ou Unidades de Engenharia;18.48%;2;Apoio;1
Coordenação-Geral de Desenhos Industriais, Indicações Geográficas e Protocolo de Madri;CGDIP;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;18.32%;3;Apoio;1
Coordenação-Geral de Desenhos Industriais, Indicações Geográficas e Protocolo de Madri;CGDIP;Engenharia Química > Processos Industriais de Engenharia Química > Processos de Separação;18.06%;4;Apoio;1
Coordenação-Geral de Desenhos Industriais, Indicações Geográficas e Protocolo de Madri;CGDIP;Engenharia Química > Processos Industriais de Engenharia Química > Eletroquímica Avançada e em Processos de Separação;16.98%;5;Apoio;1
Divisão de Exame Técnico IX;DITEC-IX;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;38.35%;1;Apoio;1
Divisão de Exame Técnico IX;DITEC-IX;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;19.21%;2;Apoio;1
Divisão de Exame Técnico IX;DITEC-IX;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;18.59%;3;Apoio;1
Divisão de Exame Técnico IX;DITEC-IX;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;18.50%;4;Apoio;1
Divisão de Exame Técnico IX;DITEC-IX;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;18.13%;5;Apoio;1
Divisão de Exame Técnico X;DITEC-X;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;38.35%;1;Apoio;1
Divisão de Exame Técnico X;DITEC-X;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;19.21%;2;Apoio;1
Divisão de Exame Técnico X;DITEC-X;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;18.59%;3;Apoio;1
Divisão de Exame Técnico X;DITEC-X;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;18.50%;4;Apoio;1
Divisão de Exame Técnico X;DITEC-X;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;18.13%;5;Apoio;1
Divisão de Exame Técnico de Desenhos Industriais;DITDI;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;33.30%;1;Apoio;1
Divisão de Exame Técnico de Desenhos Industriais;DITDI;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais de Engenharia Química;21.76%;2;Apoio;1
Divisão de Exame Técnico de Desenhos Industriais;DITDI;Engenharia Química > Processos Industriais de Engenharia Química > Processos de Separação;21.25%;3;Apoio;1
Divisão de Exame Técnico de Desenhos Industriais;DITDI;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;20.87%;4;Apoio;1
Divisão de Exame Técnico de Desenhos Industriais;DITDI;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;20.36%;5;Apoio;1
Divisão de Exame Técnico de Indicações Geográficas;DITIG;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;31.92%;1;Apoio;1
Divisão de Exame Técnico de Indicações Geográficas;DITIG;Engenharia Mecânica > Processos de Fabricação > Sua Fabricação;18.64%;2;Apoio;1
Divisão de Exame Técnico de Indicações Geográficas;DITIG;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;17.67%;3;Apoio;1
Divisão de Exame Técnico de Indicações Geográficas;DITIG;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;17.22%;4;Apoio;1
Divisão de Exame Técnico de Indicações Geográficas;DITIG;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;16.86%;5;Apoio;1
Coordenação-Geral de Governança Setorial de Marcas, Desenhos Industriais e Indicações Geográficas;CGGOV-DIRMA;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais de Engenharia Química;22.29%;1;Apoio;1
Coordenação-Geral de Governança Setorial de Marcas, Desenhos Industriais e Indicações Geográficas;CGGOV-DIRMA;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais e Equipamentos para Engenharia Química;19.59%;2;Apoio;1
Coordenação-Geral de Governança Setorial de Marcas, Desenhos Industriais e Indicações Geográficas;CGGOV-DIRMA;Engenharia Química > Processos Industriais de Engenharia Química > Processos de Separação;16.97%;3;Apoio;1
Coordenação-Geral de Governança Setorial de Marcas, Desenhos Industriais e Indicações Geográficas;CGGOV-DIRMA;Engenharia Química > Processos Industriais de Engenharia Química > Eletroquímica Avançada e em Processos de Separação;14.15%;4;Apoio;1
Coordenação-Geral de Governança Setorial de Marcas, Desenhos Industriais e Indicações Geográficas;CGGOV-DIRMA;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;12.08%;5;Apoio;1
Coordenação de Relacionamento Setorial;COREL;História > História das Ciências > Identificação das Necessidades e Expectativas das Partes Interessadas;20.42%;1;Apoio;1
Coordenação de Relacionamento Setorial;COREL;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais de Engenharia Química;19.77%;2;Apoio;1
Coordenação de Relacionamento Setorial;COREL;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais e Equipamentos para Engenharia Química;17.13%;3;Apoio;1
Coordenação de Relacionamento Setorial;COREL;História > História das Ciências > Definição dos Requisitos das Partes Interessadas;17.05%;4;Apoio;1
Coordenação de Relacionamento Setorial;COREL;Engenharia Química > Processos Industriais de Engenharia Química > Processos de Separação;16.78%;5;Apoio;1
Serviço de Relacionamento Setorial;SEREL;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais de Engenharia Química;18.42%;1;Apoio;1
Serviço de Relacionamento Setorial;SEREL;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais e Equipamentos para Engenharia Química;15.86%;2;Apoio;1
Serviço de Relacionamento Setorial;SEREL;Engenharia Química > Processos Industriais de Engenharia Química > Processos de Separação;14.49%;3;Apoio;1
Serviço de Relacionamento Setorial;SEREL;Nutrição > Desnutrição e Desenvolvimento Fisiológico > Desenvolvimento das Competências Essenciais;14.03%;4;Apoio;1
Serviço de Relacionamento Setorial;SEREL;Engenharia Química > Processos Industriais de Engenharia Química > Eletroquímica Avançada e em Processos de Separação;13.92%;5;Apoio;1
Coordenação de Gestão de Regras de Negócio e Automação;COGEN;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais de Engenharia Química;19.27%;1;Apoio;1
Coordenação de Gestão de Regras de Negócio e Automação;COGEN;Engenharia Química > Processos Industriais de Engenharia Química > Eletroquímica Avançada e em Processos de Separação;17.09%;2;Apoio;1
Coordenação de Gestão de Regras de Negócio e Automação;COGEN;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;16.63%;3;Apoio;1
Coordenação de Gestão de Regras de Negócio e Automação;COGEN;Engenharia Elétrica > Eletrônica Industrial, Sistemas e Controles Eletrônicos > Sistemas Eletrônicos de Medida e de Controle;16.34%;4;Apoio;1
Coordenação de Gestão de Regras de Negócio e Automação;COGEN;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais e Equipamentos para Engenharia Química;16.13%;5;Apoio;1
Divisão de Gestão de Fluxos e Dados;DIGEF;Engenharia Elétrica > Eletrônica Industrial, Sistemas e Controles Eletrônicos > Sistemas Eletrônicos de Medida e de Controle;18.83%;1;Apoio;1
Divisão de Gestão de Fluxos e Dados;DIGEF;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais de Engenharia Química;16.03%;2;Apoio;1
Divisão de Gestão de Fluxos e Dados;DIGEF;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;15.80%;3;Apoio;1
Divisão de Gestão de Fluxos e Dados;DIGEF;Engenharia Elétrica > Eletrônica Industrial, Sistemas e Controles Eletrônicos > Veículos e Equipamentos de Controle em Engenharia Elétrica;15.19%;4;Apoio;1
Divisão de Gestão de Fluxos e Dados;DIGEF;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;14.63%;5;Apoio;1
Coordenação de Normatização Técnica e Conformidade;CNOC;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais de Engenharia Química;22.64%;1;Apoio;1
Coordenação de Normatização Técnica e Conformidade;CNOC;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais e Equipamentos para Engenharia Química;21.68%;2;Apoio;1
Coordenação de Normatização Técnica e Conformidade;CNOC;Engenharia Química > Processos Industriais de Engenharia Química > Processos de Separação;17.58%;3;Apoio;1
Coordenação de Normatização Técnica e Conformidade;CNOC;Engenharia Química > Processos Industriais de Engenharia Química > Eletroquímica Avançada e em Processos de Separação;14.77%;4;Apoio;1
Coordenação de Normatização Técnica e Conformidade;CNOC;Engenharia Química > Operações Industriais e Equipamentos para Engenharia Química > Novas Tecnologias;13.79%;5;Apoio;1
Serviço de Normatização Técnica;SENOT;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais de Engenharia Química;19.79%;1;Apoio;1
Serviço de Normatização Técnica;SENOT;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais e Equipamentos para Engenharia Química;18.05%;2;Apoio;1
Serviço de Normatização Técnica;SENOT;Engenharia Química > Processos Industriais de Engenharia Química > Processos de Separação;14.16%;3;Apoio;1
