Novo;Status;Natureza;Area;Competencia;Instituicao;LogoInstituicao;Tematica;Curso;CH;Link;Modalidade;Nivel;Custo;Publico;Plataforma;Administrador;Objetivo;Imagem;Sigla;Ini-Inscr;Fim-Inscr;Ini-Disp;Fim-Disp;;
;ABERTO;Educação Corporativa;CGRH;;SENAI;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/senai-logo.png;GESTÃO DA ESTRATÉGIA;ALINHAMENTO ESTRATÉGICO APLICADO À GESTÃO;20;https://sp.senai.br/inscricaogratuita/alinhamento-estrategico-aplicado-a-gestao/101786/150/125147;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGEI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;ENSINO E APRENDIZAGEM;AMBIENTES DIGITAIS DE APRENDIZAGEM;30;https://www.escolavirtual.gov.br/curso/418;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DADOS;ANÁLISE DE DADOS COMO SUPORTE À TOMADA DE DECISÃO;30;https://www.escolavirtual.gov.br/curso/406;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DADOS;ANÁLISE DE DADOS COMO SUPORTE À TOMADA DE DECISÃO;30;https://www.escolavirtual.gov.br/curso/406;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DADOS;ANÁLISE DE DADOS COMO SUPORTE À TOMADA DE DECISÃO;30;https://www.escolavirtual.gov.br/curso/406;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DADOS;ANÁLISE DE DADOS COMO SUPORTE À TOMADA DE DECISÃO;30;https://www.escolavirtual.gov.br/curso/406;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DADOS;ANÁLISE DE DADOS COMO SUPORTE À TOMADA DE DECISÃO;30;https://www.escolavirtual.gov.br/curso/406;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGEI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DADOS;ANÁLISE DE DADOS COMO SUPORTE À TOMADA DE DECISÃO;30;https://www.escolavirtual.gov.br/curso/406;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGEI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DADOS;ANÁLISE DE DADOS EM LINGUAGEM R;20;https://www.escolavirtual.gov.br/curso/325;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DADOS;ANÁLISE DE DADOS: UMA LEITURA CRÍTICA DAS INFORMAÇÕES;23;https://www.escolavirtual.gov.br/curso/764;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DADOS;ANÁLISE DE DADOS: UMA LEITURA CRÍTICA DAS INFORMAÇÕES;23;https://www.escolavirtual.gov.br/curso/764;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DADOS;ANÁLISE DE DADOS: UMA LEITURA CRÍTICA DAS INFORMAÇÕES;23;https://www.escolavirtual.gov.br/curso/764;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DADOS;ANÁLISE DE DADOS: UMA LEITURA CRÍTICA DAS INFORMAÇÕES;23;https://www.escolavirtual.gov.br/curso/764;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DADOS;ANÁLISE DE DADOS: UMA LEITURA CRÍTICA DAS INFORMAÇÕES;23;https://www.escolavirtual.gov.br/curso/764;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DADOS;ANÁLISE DE DADOS: UMA LEITURA CRÍTICA DAS INFORMAÇÕES;23;https://www.escolavirtual.gov.br/curso/764;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;IMPACTO REGULATÓRIO;ANÁLISE DE IMPACTO REGULATÓRIO: CONCEITOS FUNDAMENTAIS;10;https://www.escolavirtual.gov.br/curso/357;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;AUDIT;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;IMPACTO REGULATÓRIO;ANÁLISE DE IMPACTO REGULATÓRIO: CONCEITOS FUNDAMENTAIS;10;https://www.escolavirtual.gov.br/curso/357;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;ANÁLISE DE RISCOS PARA CONTRATAÇÕES DE TIC;20;https://www.escolavirtual.gov.br/curso/409/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGPE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;ANÁLISE DE RISCOS PARA CONTRATAÇÕES DE TIC;20;https://www.escolavirtual.gov.br/curso/409/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CQUAL;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;ANÁLISE DE RISCOS PARA CONTRATAÇÕES DE TIC;20;https://www.escolavirtual.gov.br/curso/409/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;ANÁLISE DE RISCOS PARA CONTRATAÇÕES DE TIC;20;https://www.escolavirtual.gov.br/curso/409/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;ANÁLISE DE RISCOS PARA CONTRATAÇÕES DE TIC;20;https://www.escolavirtual.gov.br/curso/409/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;ANÁLISE E MELHORIA DE PROCESSOS;20;https://www.escolavirtual.gov.br/curso/424/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGPE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;ANÁLISE E MELHORIA DE PROCESSOS;20;https://www.escolavirtual.gov.br/curso/424/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CQUAL;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;ANÁLISE E MELHORIA DE PROCESSOS;20;https://www.escolavirtual.gov.br/curso/424/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGOF;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;ANÁLISE E MELHORIA DE PROCESSOS;20;https://www.escolavirtual.gov.br/curso/424/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;ANÁLISE E MELHORIA DE PROCESSOS;20;https://www.escolavirtual.gov.br/curso/424/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;ANÁLISE E MELHORIA DE PROCESSOS;20;https://www.escolavirtual.gov.br/curso/424/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGEI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;ANÁLISE E MELHORIA DE PROCESSOS;20;https://www.escolavirtual.gov.br/curso/424/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DADOS;ANÁLISE ESTATÍSTICA INFERENCIAL COM USO DE R;30;https://suap.enap.gov.br/vitrine/curso/2047/;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;ANTICAPACITISMO NO SERVIÇO PÚBLICO;20;https://suap.enap.gov.br/vitrine/curso/2767/;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;ANTICAPACITISMO NO SERVIÇO PÚBLICO;20;https://suap.enap.gov.br/vitrine/curso/2767/;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COGER;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;ANTICAPACITISMO NO SERVIÇO PÚBLICO;20;https://suap.enap.gov.br/vitrine/curso/2767/;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;AUDIT;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;32;https://www.escolavirtual.gov.br/curso/383/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;32;https://www.escolavirtual.gov.br/curso/383/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COGER;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;32;https://www.escolavirtual.gov.br/curso/383/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;APLICAÇÃO DE PENALIDADES NOS CONTRATOS ADMINISTRATIVOS;32;https://www.escolavirtual.gov.br/curso/383/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;OUVID;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;25;https://www.escolavirtual.gov.br/curso/840;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGPE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;25;https://www.escolavirtual.gov.br/curso/840;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CQUAL;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;25;https://www.escolavirtual.gov.br/curso/840;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGOF;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;25;https://www.escolavirtual.gov.br/curso/840;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;25;https://www.escolavirtual.gov.br/curso/840;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;25;https://www.escolavirtual.gov.br/curso/840;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;25;https://www.escolavirtual.gov.br/curso/840;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGREC;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;25;https://www.escolavirtual.gov.br/curso/840;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;25;https://www.escolavirtual.gov.br/curso/840;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;25;https://www.escolavirtual.gov.br/curso/840;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGEI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;POWER BI;APLICAÇÃO DO POWER BI PARA APRIMORAMENTO DA GESTÃO;25;https://www.escolavirtual.gov.br/curso/840;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DADOS;APLICANDO O APRENDIZADO DE MÁQUINA USANDO R/RSTUDIO;23;https://suap.enap.gov.br/vitrine/curso/2099/;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;PREVIDÊNCIA;APOSENTADORIA E PENSÃO DE SERVIDORES: ATUALIZAÇÕES CONFORME EMENDA 103/2019;25;https://www.escolavirtual.gov.br/curso/695;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;TECNOLOGIA DA INFORMAÇÃO;APRENDENDO COM PYTHON;20;https://www.escolavirtual.gov.br/curso/629;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;TECNOLOGIA DA INFORMAÇÃO;APRENDENDO COM PYTHON;20;https://www.escolavirtual.gov.br/curso/629;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;ENSINO E APRENDIZAGEM;APRENDIZAGEM ORGANIZACIONAL DE TRILHAS DE APRENDIZAGEM;30;https://www.escolavirtual.gov.br/curso/423;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;TECNOLOGIA DA INFORMAÇÃO;ARQUITETURA DE SOLUÇÕES PARA TRANSFORMAÇÃO DIGITAL;25;https://www.escolavirtual.gov.br/curso/799;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COGER;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DOCUMENTAL;ARQUIVOS PERMANENTES: RECOLHIMENTO, PROCESSAMENTO TÉCNICO, PRESERVAÇÃO E ACESSO;27;https://www.escolavirtual.gov.br/curso/795;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COGER;;TCU;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/tcu-logo.png;IMPACTO REGULATÓRIO;ARRANJOS JURÍDICO-INSTITUCIONAIS NAS POLÍTICAS REGULATÓRIAS;24;https://contas.tcu.gov.br/ords/f?p=706144:106:33323579387392::NO:106:P106_COD,P106_ORIGEM:205969,3;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COGER;;Senado Federal;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/senado-logo.png;INTEGRIDADE;ASSEDIO MORAL E SEXUAL NO TRABALHO;6;https://saberes.senado.leg.br/course/index.php?categoryid=358;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;OUVID;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;INTEGRIDADE;ASSÉDIO MORAL: O QUE SABER E FAZER;12;https://www.escolavirtual.gov.br/curso/836;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIREITO ADMINISTRATIVO (CORREIÇÃO);ATIVIDADE CORREICIONAL: VISÃO GERAL;25;https://www.escolavirtual.gov.br/curso/238;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO EM OUVIDORIA;ATUAÇÃO GERENCIAL DAS OUVIDORIAS PARA MELHORIA DA GESTÃO PÚBLICA;20;https://www.escolavirtual.gov.br/curso/512;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DOCUMENTAL;AUDITORIA DE GESTÃO DOCUMENTAL: PREPARE-SE PARA SER AUDITADO;25;https://www.escolavirtual.gov.br/curso/668;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGPE;;GOOGLE;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/google-logo.png;GESTÃO;AUMENTE A PRODUTIVIDADE NO TRABALHO;20;https://skillshop.exceedlms.com/student/collection/657122/path/2573342;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CQUAL;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;AUTOMAÇÃO DE PROCESSOS ATRAVÉS DA RPA PARA TRANSFORMAÇÃO DIGITAL;25;https://www.escolavirtual.gov.br/curso/797/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGOF;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;AUTOMAÇÃO DE PROCESSOS ATRAVÉS DA RPA PARA TRANSFORMAÇÃO DIGITAL;25;https://www.escolavirtual.gov.br/curso/797/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;AUTOMAÇÃO DE PROCESSOS ATRAVÉS DA RPA PARA TRANSFORMAÇÃO DIGITAL;25;https://www.escolavirtual.gov.br/curso/797/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;AUTOMAÇÃO DE PROCESSOS ATRAVÉS DA RPA PARA TRANSFORMAÇÃO DIGITAL;25;https://www.escolavirtual.gov.br/curso/797/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;AUTOMAÇÃO DE PROCESSOS ATRAVÉS DA RPA PARA TRANSFORMAÇÃO DIGITAL;25;https://www.escolavirtual.gov.br/curso/797/;Autoinstrucional;;;;;;;;;;;;;;
